11:04:49.873[][] dist [restartedMain] INFO  com.qdu.buy.DistWebApplication - The following profiles are active: dev
11:06:31.193[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.199[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.206[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.207[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.218[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.220[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.220[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.234[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.238[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.239[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.253[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.257[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.257[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.265[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.270[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.271[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.277[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.279[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.280[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.286[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.289[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.289[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.300[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.304[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.304[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.313[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.318[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.319[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.333[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.335[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.336[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.344[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.367[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.367[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.378[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.383[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.383[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.389[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.390[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.390[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.398[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.400[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.400[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.407[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.408[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.408[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.420[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.422[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.422[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.429[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.436[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.436[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.442[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.460[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.460[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.475[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.477[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.477[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.595[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.595[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.605[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.606[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.606[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.615[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.616[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.616[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.626[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.633[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.633[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.643[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.651[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.652[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.660[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.664[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.669[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.676[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.681[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.681[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.688[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.690[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.690[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.699[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.701[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.701[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.707[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.708[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.708[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.726[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.734[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.734[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.743[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.750[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.751[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.757[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.761[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.761[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.769[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.771[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.772[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.780[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.783[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.784[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.795[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.796[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.796[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.805[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.826[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.826[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.831[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.850[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.850[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.859[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.864[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.864[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:31.874[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:31.877[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:31.878[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:34.243[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:34.245[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:34.246[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:34.251[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:34.255[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:34.255[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:34.265[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:34.270[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:34.271[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:34.282[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:34.287[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
